image,caption,preprocessed_captions
0050618.png,brown mountains with rounded peak and desert vegetation and send at the base with blue sky with scattered clouds,"['brown', 'mountain', 'round', 'peak', 'desert', 'veget', 'send', 'base', 'blue', 'sky', 'scatter', 'cloud']"
0050621.png,green mountains covered by lush green vegetation and some trees and blue sky,"['green', 'mountain', 'cover', 'lush', 'green', 'veget', 'tree', 'blue', 'sky']"
0050631.png,brown mountains with green bushes at the base and blue sky with scattered clouds,"['brown', 'mountain', 'green', 'bush', 'base', 'blue', 'sky', 'scatter', 'cloud']"
0050632.png,mountains covered in snow and pine trees with clear blue sky,"['mountain', 'cover', 'snow', 'pine', 'tree', 'clear', 'blue', 'sky']"
0050649.png,snowy mountains with a route leading to them and a clear blue sky,"['snowi', 'mountain', 'rout', 'lead', 'clear', 'blue', 'sky']"
0050655.png,mountain peaks with dense cloud cover under them and clear blue sky,"['mountain', 'peak', 'dens', 'cloud', 'cover', 'clear', 'blue', 'sky']"
0050658.png,snow capped brown mountains with shadowfall covering their body and peach tinge sky,"['snow', 'cap', 'brown', 'mountain', 'shadowfal', 'cover', 'bodi', 'peach', 'ting', 'sky']"
0050668.png,snow covered mountains with blue sky with dense white clouds,"['snow', 'cover', 'mountain', 'blue', 'sky', 'dens', 'white', 'cloud']"
0050670.png,brown jagged peaks with dry desert vegetation with blue sky with scattered clouds,"['brown', 'jag', 'peak', 'dri', 'desert', 'veget', 'blue', 'sky', 'scatter', 'cloud']"
0050692.png,mountains with jagged surface covered in snow and pink sky with few clouds,"['mountain', 'jag', 'surfac', 'cover', 'snow', 'pink', 'sky', 'cloud']"
0050697.png,brown mountains with pine trees covering the entire base and cloudy blue sky,"['brown', 'mountain', 'pine', 'tree', 'cover', 'entir', 'base', 'cloudi', 'blue', 'sky']"
0050701.png,brown mountains with green bushes surrounding it and white sky with clouds,"['brown', 'mountain', 'green', 'bush', 'surround', 'white', 'sky', 'cloud']"
0050712.png,rocky mountains with jagged surface covered in green patch vegetation and clear white sky,"['rocki', 'mountain', 'jag', 'surfac', 'cover', 'green', 'patch', 'veget', 'clear', 'white', 'sky']"
0050719.png,brown mountains with a valley covered in patchy green vegetation and dense clouds in blue sky,"['brown', 'mountain', 'valley', 'cover', 'patchi', 'green', 'veget', 'dens', 'cloud', 'blue', 'sky']"
0050732.png,snow capped mountains with dry grassy vegetation and light blue sky with clouds,"['snow', 'cap', 'mountain', 'dri', 'grassi', 'veget', 'light', 'blue', 'sky', 'cloud']"
0050733.png,rugged brown mountains with blue sky and layered white clouds,"['rug', 'brown', 'mountain', 'blue', 'sky', 'layer', 'white', 'cloud']"
0050734.png,white mountains with some trees on them and golden sky  with layered white clouds on them,"['white', 'mountain', 'tree', 'golden', 'sky', 'layer', 'white', 'cloud']"
0050739.png,green mountains with lush green bushes and trees around it  with blue sky with scattered clouds,"['green', 'mountain', 'lush', 'green', 'bush', 'tree', 'around', 'blue', 'sky', 'scatter', 'cloud']"
0050745.png,brown mountains with patchy dry vegetation and dense white clouds,"['brown', 'mountain', 'patchi', 'dri', 'veget', 'dens', 'white', 'cloud']"
0050746.png,brown mountains with slight snow on them and blue sky,"['brown', 'mountain', 'slight', 'snow', 'blue', 'sky']"
0050757.png,grey mountains with smooth faces with a valley of dense pine vegetation and cloudy white sky,"['grey', 'mountain', 'smooth', 'face', 'valley', 'dens', 'pine', 'veget', 'cloudi', 'white', 'sky']"
0050762.png,mountains with pine trees at the foot and a grass field before and clear blue sky,"['mountain', 'pine', 'tree', 'foot', 'grass', 'field', 'clear', 'blue', 'sky']"
0050765.png,snowy white mountains white pure white sky with low lying clouds,"['snowi', 'white', 'mountain', 'white', 'pure', 'white', 'sky', 'low', 'lie', 'cloud']"
0050773.png,rocky mountains with pine trees at the base with a field of brown grass and clear blue sky,"['rocki', 'mountain', 'pine', 'tree', 'base', 'field', 'brown', 'grass', 'clear', 'blue', 'sky']"
0050784.png,mountains covered in snow with pine trees around it and cloudy blue sky,"['mountain', 'cover', 'snow', 'pine', 'tree', 'around', 'cloudi', 'blue', 'sky']"
0050790.png,rocky rugged mountains with slight snow and lots of trees around it with misty clouds in pale blue sky,"['rocki', 'rug', 'mountain', 'slight', 'snow', 'lot', 'tree', 'around', 'misti', 'cloud', 'pale', 'blue', 'sky']"
0050793.png,brown mountains with dry vegetation over it and clear blue sky,"['brown', 'mountain', 'dri', 'veget', 'clear', 'blue', 'sky']"
0050801.png,steep rocky mountains with pine trees over it and dense white clouds in blue sky,"['steep', 'rocki', 'mountain', 'pine', 'tree', 'dens', 'white', 'cloud', 'blue', 'sky']"
0050805.png,grey mountain with empty field in front of it and blue sky with few clouds,"['grey', 'mountain', 'empti', 'field', 'front', 'blue', 'sky', 'cloud']"
0050809.png,snow capped mountains with patchy green vegetation with pine trees and dense white clouds near the peak,"['snow', 'cap', 'mountain', 'patchi', 'green', 'veget', 'pine', 'tree', 'dens', 'white', 'cloud', 'near', 'peak']"
0050810.png,white snow covered mountain with pine trees on it and white cloudy sky,"['white', 'snow', 'cover', 'mountain', 'pine', 'tree', 'white', 'cloudi', 'sky']"
0050824.png,white mountains covered with dense pine trees and blue sky,"['white', 'mountain', 'cover', 'dens', 'pine', 'tree', 'blue', 'sky']"
0050868.png,snow capped mountains with jagged peaks with sunset orange sky,"['snow', 'cap', 'mountain', 'jag', 'peak', 'sunset', 'orang', 'sky']"
0050895.png,rocky rugged mountains with dense white clouds near its peak,"['rocki', 'rug', 'mountain', 'dens', 'white', 'cloud', 'near', 'peak']"
0050901.png,snowy mountains with pine trees around it with clear blue sky,"['snowi', 'mountain', 'pine', 'tree', 'around', 'clear', 'blue', 'sky']"
0050903.png,rugged mountains with patchy green vegetation on it with scattered dense clouds,"['rug', 'mountain', 'patchi', 'green', 'veget', 'scatter', 'dens', 'cloud']"
0050911.png,brown mountain with rugged rocky terrain  and some snow on it with dense cloudy sky,"['brown', 'mountain', 'rug', 'rocki', 'terrain', 'snow', 'dens', 'cloudi', 'sky']"
0050928.png,mountains covered in pine trees and hazy violet sky,"['mountain', 'cover', 'pine', 'tree', 'hazi', 'violet', 'sky']"
0050932.png,steep grey mountain covered in green patchy vegetation and surrounded by pine trees at the base and a cloudy white sky,"['steep', 'grey', 'mountain', 'cover', 'green', 'patchi', 'veget', 'surround', 'pine', 'tree', 'base', 'cloudi', 'white', 'sky']"
0072501.png,hills covered with trees and blue sky,"['hill', 'cover', 'tree', 'blue', 'sky']"
0072504.png,greeny hills with clear clouds and sky,"['greeni', 'hill', 'clear', 'cloud', 'sky']"
0072506.png,light blue sky with rocky mountain,"['light', 'blue', 'sky', 'rocki', 'mountain']"
0072510.png,rocky mountain with sunny sky,"['rocki', 'mountain', 'sunni', 'sky']"
0072513.png,clear blue sky with cloudy mountains,"['clear', 'blue', 'sky', 'cloudi', 'mountain']"
0072517.png,rocky hills with blue sky,"['rocki', 'hill', 'blue', 'sky']"
0072519.png,hills covered with grass and clear sky,"['hill', 'cover', 'grass', 'clear', 'sky']"
0072522.png,white clouds with dark mountains and white sky,"['white', 'cloud', 'dark', 'mountain', 'white', 'sky']"
0072524.png,hills covered with fog and cloudy sky,"['hill', 'cover', 'fog', 'cloudi', 'sky']"
0072530.png,light blue sky with clouds,"['light', 'blue', 'sky', 'cloud']"
0072531.png,dark hills with scattered clouds and blue sky,"['dark', 'hill', 'scatter', 'cloud', 'blue', 'sky']"
0072535.png,big mountain covered with green moss and plane sky,"['big', 'mountain', 'cover', 'green', 'moss', 'plane', 'sky']"
0072536.png,hills covered with snow and plane sky,"['hill', 'cover', 'snow', 'plane', 'sky']"
0072544.png,rocky hills with clear clouds and blue sky,"['rocki', 'hill', 'clear', 'cloud', 'blue', 'sky']"
0072549.png,orange blue sky with big mountain,"['orang', 'blue', 'sky', 'big', 'mountain']"
0072551.png,dark hills covered with grass,"['dark', 'hill', 'cover', 'grass']"
0072555.png,three mountains with cloudy sky,"['three', 'mountain', 'cloudi', 'sky']"
0072556.png,hill with green trees and blue clouds and sky,"['hill', 'green', 'tree', 'blue', 'cloud', 'sky']"
0072581.png,grey mountains with scattered clouds and plane sky,"['grey', 'mountain', 'scatter', 'cloud', 'plane', 'sky']"
0072590.png,A single mountain stands amidst the lush green grass surrounded by nature's beauty.,"['singl', 'mountain', 'stand', 'amidst', 'lush', 'green', 'grass', 'surround', 'natur', ""'s"", 'beauti', '.']"
0072600.png,Towering peaks reach towards the sky surrounded by fluffy white clouds,"['tower', 'peak', 'reach', 'toward', 'sky', 'surround', 'fluffi', 'white', 'cloud']"
0072603.png,The soft blanket of snow enhances the natural majesty of the mountains.,"['soft', 'blanket', 'snow', 'enhanc', 'natur', 'majesti', 'mountain', '.']"
0072613.png,The union of rugged peaks and lush forests and white sky,"['union', 'rug', 'peak', 'lush', 'forest', 'white', 'sky']"
0072621.png,grey sand mountains with small trees and cloudy sky,"['grey', 'sand', 'mountain', 'small', 'tree', 'cloudi', 'sky']"
0072650.png,black hills with scattered clouds and clear sky,"['black', 'hill', 'scatter', 'cloud', 'clear', 'sky']"
0072651.png,a single hill with light blue sky,"['singl', 'hill', 'light', 'blue', 'sky']"
0072652.png,standing mountains with green moss and clear sky,"['stand', 'mountain', 'green', 'moss', 'clear', 'sky']"
0072654.png,pinkish blue sky scattered clouds,"['pinkish', 'blue', 'sky', 'scatter', 'cloud']"
0072661.png,pair of mountains with dense forest and clear sky,"['pair', 'mountain', 'dens', 'forest', 'clear', 'sky']"
0072672.png,big sand mountain covered with small trees and blue sky,"['big', 'sand', 'mountain', 'cover', 'small', 'tree', 'blue', 'sky']"
0072674.png,big rocky mountain with plane surface and white cloudy sky,"['big', 'rocki', 'mountain', 'plane', 'surfac', 'white', 'cloudi', 'sky']"
0072675.png,single hill covered with little snow and light blue sky,"['singl', 'hill', 'cover', 'littl', 'snow', 'light', 'blue', 'sky']"
0072680.png,continuous mountains with greeny grass and plane clear sky,"['continu', 'mountain', 'greeni', 'grass', 'plane', 'clear', 'sky']"
0072692.png,big rocky red mountains with clear sky,"['big', 'rocki', 'red', 'mountain', 'clear', 'sky']"
0072694.png,mountains covered with snow,"['mountain', 'cover', 'snow']"
0072706.png,huge mountains covered with yellow green moss,"['huge', 'mountain', 'cover', 'yellow', 'green', 'moss']"
0072708.png,blue sky with gey clouds,"['blue', 'sky', 'gey', 'cloud']"
0072709.png,clear light blue sky with grey mountains,"['clear', 'light', 'blue', 'sky', 'grey', 'mountain']"
0072719.png,clouds with pale yellow mountains,"['cloud', 'pale', 'yellow', 'mountain']"
0072845.png,grey hills with small rocks nearby,"['grey', 'hill', 'small', 'rock', 'nearbi']"
0072849.png,green grass mountains with clear sky,"['green', 'grass', 'mountain', 'clear', 'sky']"
0072853.png,pink sky with a distant mountain,"['pink', 'sky', 'distant', 'mountain']"
0072868.png,mixture of cement and grey colour mountains,"['mixtur', 'cement', 'grey', 'colour', 'mountain']"
0072870.png,snow covered with top of mountains with long trees around,"['snow', 'cover', 'top', 'mountain', 'long', 'tree', 'around']"
0072871.png,big horizontal mountain with green sky covered with white clouds,"['big', 'horizont', 'mountain', 'green', 'sky', 'cover', 'white', 'cloud']"
0072875.png,sky blue sky with scatter clouds and big mountain,"['sky', 'blue', 'sky', 'scatter', 'cloud', 'big', 'mountain']"
0072875.png,huge sandy mountains with clear sky,"['huge', 'sandi', 'mountain', 'clear', 'sky']"
0072879.png,green hills with foggy atmosphere and cloudy sky,"['green', 'hill', 'foggi', 'atmospher', 'cloudi', 'sky']"
0072881.png,orange sky with ash clouds and plane sky,"['orang', 'sky', 'ash', 'cloud', 'plane', 'sky']"
0072888.png,sun kissed mountain with white clouds,"['sun', 'kiss', 'mountain', 'white', 'cloud']"
0072889.png,rocky mountains with no vegetation and clear sky,"['rocki', 'mountain', 'veget', 'clear', 'sky']"
0072890.png,big sand mountain with small clouds in the sky,"['big', 'sand', 'mountain', 'small', 'cloud', 'sky']"
0072891.png,small green mountains in the forest with blue sky,"['small', 'green', 'mountain', 'forest', 'blue', 'sky']"
0072893.png,ash colour hills near the forest with healthy atmosphere,"['ash', 'colour', 'hill', 'near', 'forest', 'healthi', 'atmospher']"
0072896.png,snow coated black hills in hilly area,"['snow', 'coat', 'black', 'hill', 'hilli', 'area']"
0072901.png,snow capped peak with white sky,"['snow', 'cap', 'peak', 'white', 'sky']"
0072905.png,A single green mountain peak with white clouds and sky,"['singl', 'green', 'mountain', 'peak', 'white', 'cloud', 'sky']"
0072918.png,huge mountain with little snow with dark clouds and sky,"['huge', 'mountain', 'littl', 'snow', 'dark', 'cloud', 'sky']"
0072930.png,dark violet sky with orange clouds and sky,"['dark', 'violet', 'sky', 'orang', 'cloud', 'sky']"
0072933.png,small hills at distant with huge white clouds,"['small', 'hill', 'distant', 'huge', 'white', 'cloud']"
0072947.png,green mosh mountain with scattered clouds,"['green', 'mosh', 'mountain', 'scatter', 'cloud']"
0072967.png,A huge dark mountain peak in dull light,"['huge', 'dark', 'mountain', 'peak', 'dull', 'light']"
0072969.png,rigged mountains with dense grass around,"['rig', 'mountain', 'dens', 'grass', 'around']"
0072973.png,orange sky with dark clouds,"['orang', 'sky', 'dark', 'cloud']"
0072974.png,A single peak top coated with snow and trees below,"['singl', 'peak', 'top', 'coat', 'snow', 'tree']"
0072976.png,small mountain with green vegetation and blue sky,"['small', 'mountain', 'green', 'veget', 'blue', 'sky']"
0072999.png,dark hills capped with snow at long distance with dark blue sky,"['dark', 'hill', 'cap', 'snow', 'long', 'distanc', 'dark', 'blue', 'sky']"
0073002.png,brown mountain with dry vegetation,"['brown', 'mountain', 'dri', 'veget']"
0073028.png,black hill with dull light with green vegetation,"['black', 'hill', 'dull', 'light', 'green', 'veget']"
0073032.png,scattered mountains with green vegetation and cloudy sky over it,"['scatter', 'mountain', 'green', 'veget', 'cloudi', 'sky']"
0073037.png,big hill with green mosh on it,"['big', 'hill', 'green', 'mosh']"
0073045.png,red horizontal mountain with sandy climate,"['red', 'horizont', 'mountain', 'sandi', 'climat']"
0073046.png,dark mountains with green vegetation on daylight,"['dark', 'mountain', 'green', 'veget', 'daylight']"
0073049.png,black mountains covered with light yellow grass,"['black', 'mountain', 'cover', 'light', 'yellow', 'grass']"
0073057.png,snow mountains at distance with grey cloudy sky,"['snow', 'mountain', 'distanc', 'grey', 'cloudi', 'sky']"
0073058.png,black snow mountains with blue atmosphere and thick clouds,"['black', 'snow', 'mountain', 'blue', 'atmospher', 'thick', 'cloud']"
0073060.png,plane slant hill with green vegetation,"['plane', 'slant', 'hill', 'green', 'veget']"
0073074.png,mountains with dull light giving shadows with yellow sky,"['mountain', 'dull', 'light', 'give', 'shadow', 'yellow', 'sky']"
0073075.png,stright order mountains with green grass covered around with it,"['stright', 'order', 'mountain', 'green', 'grass', 'cover', 'around']"
0073081.png,snow mountain with orange atmosphere,"['snow', 'mountain', 'orang', 'atmospher']"
0073086.png,cement colour rocky mountain with pine trees near mountains,"['cement', 'colour', 'rocki', 'mountain', 'pine', 'tree', 'near', 'mountain']"
0073091.png,mountains with huge forest around it in dull light and white sky,"['mountain', 'huge', 'forest', 'around', 'dull', 'light', 'white', 'sky']"
0073093.png,dark mountains with long distance and plane grassland,"['dark', 'mountain', 'long', 'distanc', 'plane', 'grassland']"
0073094.png,white clouds with huge mountains in green vegetation,"['white', 'cloud', 'huge', 'mountain', 'green', 'veget']"
0073099.png,rocky mountains in a desert area with small hills around,"['rocki', 'mountain', 'desert', 'area', 'small', 'hill', 'around']"
0073097.png,rugged stone mountains with pine trees with plane sky,"['rug', 'stone', 'mountain', 'pine', 'tree', 'plane', 'sky']"
0073103.png,shadow mountains with yellow light vegetation,"['shadow', 'mountain', 'yellow', 'light', 'veget']"
0073105.png,dark mountains with barely any vegetation and plane sky,"['dark', 'mountain', 'bare', 'veget', 'plane', 'sky']"
0073106.png,A single mountain peak with green grass land and blue sky,"['singl', 'mountain', 'peak', 'green', 'grass', 'land', 'blue', 'sky']"
0073112.png,two pairs of dark mountains with white sky,"['two', 'pair', 'dark', 'mountain', 'white', 'sky']"
0073113.png,little snow mountains around pine trees and clear sky,"['littl', 'snow', 'mountain', 'around', 'pine', 'tree', 'clear', 'sky']"
0073114.png,huge mountain with green vegetation and cloudy sky,"['huge', 'mountain', 'green', 'veget', 'cloudi', 'sky']"
0073116.png,shadow hills with foggy atmosphere and orange sky,"['shadow', 'hill', 'foggi', 'atmospher', 'orang', 'sky']"
0073121.png,snow capped mountains with violet sky and orange patches,"['snow', 'cap', 'mountain', 'violet', 'sky', 'orang', 'patch']"
0073125.png,grey mountains with green grass land and clear clouds in blue sky,"['grey', 'mountain', 'green', 'grass', 'land', 'clear', 'cloud', 'blue', 'sky']"
0073127.png,greeny hills with white fogg in green forest of pine trees and clear sky,"['greeni', 'hill', 'white', 'fogg', 'green', 'forest', 'pine', 'tree', 'clear', 'sky']"
0073139.png,brown rock scattered hills and clear sky,"['brown', 'rock', 'scatter', 'hill', 'clear', 'sky']"
0073149.png,snowy mountains with white cloudy sky,"['snowi', 'mountain', 'white', 'cloudi', 'sky']"
0073152.png,sandy mountains with greenland and dark blue sky and blue clouds,"['sandi', 'mountain', 'greenland', 'dark', 'blue', 'sky', 'blue', 'cloud']"
0073172.png,rocky mountains with barely no vegetation and blue sky above it.,"['rocki', 'mountain', 'bare', 'veget', 'blue', 'sky', '.']"
0B4P86RS4273.jpg,snow capped hills with dry vegetation and the sky is clear and light blue,"['snow', 'cap', 'hill', 'dri', 'veget', 'sky', 'clear', 'light', 'blue']"
0B26GI0K05BX.jpg,small hill surrounded by pine trees and the sky is blue and clear,"['small', 'hill', 'surround', 'pine', 'tree', 'sky', 'blue', 'clear']"
0C6IC6BPIH6N.jpg,mountains covered in snow behind yellow fields and the sky is blue with scattered clouds,"['mountain', 'cover', 'snow', 'behind', 'yellow', 'field', 'sky', 'blue', 'scatter', 'cloud']"
0CERZS7PORRN.jpg,lushy green mountains with a clear blue sky with scattered clouds,"['lushi', 'green', 'mountain', 'clear', 'blue', 'sky', 'scatter', 'cloud']"
0FKVBLPAOPGS.jpg,hills covered with greenery and a blue sky which is clear,"['hill', 'cover', 'greeneri', 'blue', 'sky', 'clear']"
0GCFH0SQALYH.jpg,colourful mountain peaks and the sky is mildly cloudy,"['colour', 'mountain', 'peak', 'sky', 'mildli', 'cloudi']"
0JKHS2RTFXS8.jpg,a road leading to green mountain range and the sky is clear blue,"['road', 'lead', 'green', 'mountain', 'rang', 'sky', 'clear', 'blue']"
0LAFUYXDHFOS.jpg,snowy mountains and semi-baren vegetation and the sky is partially clear and blue,"['snowi', 'mountain', 'semi-baren', 'veget', 'sky', 'partial', 'clear', 'blue']"
0O6Y0KZWFW09.jpg,the mountain is covered in snow and has pine trees around it and the sky is light blue with one big cloud,"['mountain', 'cover', 'snow', 'pine', 'tree', 'around', 'sky', 'light', 'blue', 'one', 'big', 'cloud']"
0QTEJOJ004PV.jpg,icy mountains covered with snow and pine trees with a completely clear light blue sky,"['ici', 'mountain', 'cover', 'snow', 'pine', 'tree', 'complet', 'clear', 'light', 'blue', 'sky']"
0QY19OA99006.jpg,black mountains with snow on top and a blue sky with no clouds,"['black', 'mountain', 'snow', 'top', 'blue', 'sky', 'cloud']"
0RUD5KV988MJ.jpg,green pine covered mountain ranges where the sky is foggy and white,"['green', 'pine', 'cover', 'mountain', 'rang', 'sky', 'foggi', 'white']"
0SUMMO61WLH5.jpg,a mountain with lots of lush green vegetation where the sky is pretty and blue,"['mountain', 'lot', 'lush', 'green', 'veget', 'sky', 'pretti', 'blue']"
0SW8P24R7P6W.jpg,mountains range covered with snow with a slight yellow and blue clear sky,"['mountain', 'rang', 'cover', 'snow', 'slight', 'yellow', 'blue', 'clear', 'sky']"
0T23O5WY3PPS.jpg,a single rocky mountains surrounded by greenery and a clear and blue sky,"['singl', 'rocki', 'mountain', 'surround', 'greeneri', 'clear', 'blue', 'sky']"
0UPDPZ1BZDOC.jpg,brown mountains with rugged peaks with an off white sky with some clouds,"['brown', 'mountain', 'rug', 'peak', 'white', 'sky', 'cloud']"
0W4R84FA7AK7.jpg,a mountain with pointy peaks and pine forest vegetation around it and a blue sky with thick clouds,"['mountain', 'pointi', 'peak', 'pine', 'forest', 'veget', 'around', 'blue', 'sky', 'thick', 'cloud']"
0YUGWKF89K6G.jpg,black mountains with really sharp peaks and green vegetation and the sky is blue with some clouds,"['black', 'mountain', 'realli', 'sharp', 'peak', 'green', 'veget', 'sky', 'blue', 'cloud']"
0ZHH1YNH9YQJ.jpg,stone grey mountain with pine trees around it and the sky is blue with scattered clouds,"['stone', 'grey', 'mountain', 'pine', 'tree', 'around', 'sky', 'blue', 'scatter', 'cloud']"
1A4Y75CC6NWP.jpg,mountain ranges which are grey and have rocky surroundings with a white sky covered with clouds,"['mountain', 'rang', 'grey', 'rocki', 'surround', 'white', 'sky', 'cover', 'cloud']"
1ASL986U9L2W.jpg,mountain ranges covered with ice and pine trees where the sky is cloudy and white,"['mountain', 'rang', 'cover', 'ice', 'pine', 'tree', 'sky', 'cloudi', 'white']"
1B8PEPXACAB0.jpg,white mountains surrounded by snow with a slight blue sky with veil like clouds,"['white', 'mountain', 'surround', 'snow', 'slight', 'blue', 'sky', 'veil', 'like', 'cloud']"
1C8BHW8SRI69.jpg,dark mountains with patchy vegetation and the sky is pure white with thick cloud cover,"['dark', 'mountain', 'patchi', 'veget', 'sky', 'pure', 'white', 'thick', 'cloud', 'cover']"
1DPFITOFKQO7.jpg,grey rock mountains with the horizon and the sky is blue and clear,"['grey', 'rock', 'mountain', 'horizon', 'sky', 'blue', 'clear']"
1DTQ4HXF79I1.jpg,mountains covered with green plants and the sky is bright and sunny,"['mountain', 'cover', 'green', 'plant', 'sky', 'bright', 'sunni']"
1FDM4RMXXZ5D.jpg,there is slight green vegetation with mountain range in the background and the sky is slightly blue,"['slight', 'green', 'veget', 'mountain', 'rang', 'background', 'sky', 'slightli', 'blue']"
1GDS2ROKAING.jpg,green mountains with three layers and the sky is white,"['green', 'mountain', 'three', 'layer', 'sky', 'white']"
1GEIYD23XUD9.jpg,stone mountains with ice on top and surrouned with greenery and a blue sky with scattered clouds,"['stone', 'mountain', 'ice', 'top', 'surroun', 'greeneri', 'blue', 'sky', 'scatter', 'cloud']"
1GZO01FY008D.jpg,sharp peaked mountains with brown vegetation and plants in the front and a cloudy sky with dense cloud cover,"['sharp', 'peak', 'mountain', 'brown', 'veget', 'plant', 'front', 'cloudi', 'sky', 'dens', 'cloud', 'cover']"
1IJTITPV37CD.jpg,a huge stone mountain with a pine tree in the front and the sky is dull yellow and has lot of clouds,"['huge', 'stone', 'mountain', 'pine', 'tree', 'front', 'sky', 'dull', 'yellow', 'lot', 'cloud']"
1JE2YGOVQTRA.jpg,mountain range covered with vegetation and a light blue sky with lots of scattered clouds,"['mountain', 'rang', 'cover', 'veget', 'light', 'blue', 'sky', 'lot', 'scatter', 'cloud']"
1KBWZKP2D7AX.jpg,ice caped mountains with green and brown grassland in front with a light blue and clear sky,"['ice', 'cape', 'mountain', 'green', 'brown', 'grassland', 'front', 'light', 'blue', 'clear', 'sky']"
1LUWQ98XZXRN.jpg,mountains covered ith snow and pine trees and the sky is very light blue with no clouds,"['mountain', 'cover', 'ith', 'snow', 'pine', 'tree', 'sky', 'light', 'blue', 'cloud']"
1M51UEAQ8WHS.jpg,yellow mountains with dry vegetation with a blue sky with scattered clouds,"['yellow', 'mountain', 'dri', 'veget', 'blue', 'sky', 'scatter', 'cloud']"
1N1IFVCSM4JE.jpg,sharp snowy mountain peak with orange sunset sky with a tinge of blue,"['sharp', 'snowi', 'mountain', 'peak', 'orang', 'sunset', 'sky', 'ting', 'blue']"
1OSPAMJON6A8.jpg,a huge green mountain surrounded by lush green plant life with a beautiful clear blue sky,"['huge', 'green', 'mountain', 'surround', 'lush', 'green', 'plant', 'life', 'beauti', 'clear', 'blue', 'sky']"
1QEZOKTP3Y16.jpg,a light brown golden mountain with a sandy texture and a clear blue sky with the horizon,"['light', 'brown', 'golden', 'mountain', 'sandi', 'textur', 'clear', 'blue', 'sky', 'horizon']"
1REDQ48TN452.jpg,lush green mountain range with a beautiful blue sky with no clouds,"['lush', 'green', 'mountain', 'rang', 'beauti', 'blue', 'sky', 'cloud']"
1RRUUJ3IKPAU.jpg,green mountain range with a snow capped mountain in the background with light blue sky with clouds,"['green', 'mountain', 'rang', 'snow', 'cap', 'mountain', 'background', 'light', 'blue', 'sky', 'cloud']"
1SM2VVAIVTL0.jpg,mountains surrounded by lush vegetation and the sky is blue and has lots of clouds,"['mountain', 'surround', 'lush', 'veget', 'sky', 'blue', 'lot', 'cloud']"
1SRUP1JCUHTC.jpg,mountain range covered with greenery with a clear blue sky with no cloud cover,"['mountain', 'rang', 'cover', 'greeneri', 'clear', 'blue', 'sky', 'cloud', 'cover']"
1TXYX9OHVLW2.jpg,valley of two mountains which are green and the sky is blue with scattered dense clouds,"['valley', 'two', 'mountain', 'green', 'sky', 'blue', 'scatter', 'dens', 'cloud']"
1U6X5OBTJUHC.jpg,stone mountains covered with green moss like plants and the sky is white with cloud cover,"['stone', 'mountain', 'cover', 'green', 'moss', 'like', 'plant', 'sky', 'white', 'cloud', 'cover']"
1USE7381S6LN.jpg,steep sloped mountains covered with snow and pine trees and the sky is white and full of clouds,"['steep', 'slope', 'mountain', 'cover', 'snow', 'pine', 'tree', 'sky', 'white', 'full', 'cloud']"
1VLABRRDZLEM.jpg,rugged stone mountain with no vegetation with a blue sky with a veil like cloud,"['rug', 'stone', 'mountain', 'veget', 'blue', 'sky', 'veil', 'like', 'cloud']"
1Y8GS9LBDZFV.jpg,snow covered mountains with pine vegetation and the sky is sunset orange has layers of clouds,"['snow', 'cover', 'mountain', 'pine', 'veget', 'sky', 'sunset', 'orang', 'layer', 'cloud']"
1ZLIKTB97WA5.jpg,layers of mountains covered with dense pine forests and the sunset sky is bright golden orange with a few clouds,"['layer', 'mountain', 'cover', 'dens', 'pine', 'forest', 'sunset', 'sky', 'bright', 'golden', 'orang', 'cloud']"
1ZVHW5633FB3.jpg,rock like mountains covered with some grass like plant and a plain blue sky,"['rock', 'like', 'mountain', 'cover', 'grass', 'like', 'plant', 'plain', 'blue', 'sky']"
02WHULI8FWF4.jpg,mountains partially covered with green vegetation forming a valley and the sky is mostly white with clouds,"['mountain', 'partial', 'cover', 'green', 'veget', 'form', 'valley', 'sky', 'mostli', 'white', 'cloud']"
2BCI0NOGQTTK.jpg,stone mountain in the middle of a green forest and the sky is very clear and light blue,"['stone', 'mountain', 'middl', 'green', 'forest', 'sky', 'clear', 'light', 'blue']"
2BMRMZT8DXMG.jpg,pine forest with sonw capped mountains in the background and the sky is bright blue with dispersed clouds,"['pine', 'forest', 'sonw', 'cap', 'mountain', 'background', 'sky', 'bright', 'blue', 'dispers', 'cloud']"
4Q5EW26PDKSO.jpg,dark hills covered with snow with a clear light blue sky,"['dark', 'hill', 'cover', 'snow', 'clear', 'light', 'blue', 'sky']"
4QV9FSK61YSW.jpg,rocky hills with yellow fields and a clear dark blue sky,"['rocki', 'hill', 'yellow', 'field', 'clear', 'dark', 'blue', 'sky']"
4SAKVQYBLDHZ.jpg,dark snowy hills with trees and a cloudy white sky,"['dark', 'snowi', 'hill', 'tree', 'cloudi', 'white', 'sky']"
4SBVGFQ72QM2.jpg,green hills with dense trees with a light blue sky with scattered clouds,"['green', 'hill', 'dens', 'tree', 'light', 'blue', 'sky', 'scatter', 'cloud']"
4SOGFSE8M4FJ.jpg,rocky hills with streaks of snow with a clear dark blue sky,"['rocki', 'hill', 'streak', 'snow', 'clear', 'dark', 'blue', 'sky']"
